employee_id,employee_age,gender,department,job_level,location,education,hire_date,hire_source,tenure_years,employment_type,salary,bonus_pct,benefits_tier,performance_rating,training_hours_annual,sick_days_annual,vacation_days_annual,remote_eligible,remote_work_pct,overtime_hours_annual,last_promotion_date,years_since_promotion,promotion_eligible,manager_flag,direct_reports,projects_count,top_performer,stock_options,attrition_risk,exit_date,last_review_date,next_review_date
EMP02042,58,M,Customer Success,Lead,Singapore,Associate,2022-12-15,Referral,1.2,Part-time,156112,0.0,Standard,3,18,3,25,True,20,37,,,False,False,0,7,False,True,True,2023-09-25,2023-12-07,2024-06-22
EMP02043,65,F,Engineering,Lead,Toronto,Bachelor,2018-05-20,Referral,5.8,Full-time,185259,14.7,Standard,4,32,10,25,True,20,32,2023-05-23,0.8,False,False,0,6,False,True,False,,2023-11-13,2024-08-30
EMP02044,35,F,Engineering,Senior IC,Austin,Bachelor,2017-08-21,Referral,6.6,Full-time,134987,14.6,Standard,4,40,10,21,False,0,172,,,False,False,0,2,False,False,False,,2024-01-29,2024-07-20
EMP02045,38,F,Customer Success,Manager,Toronto,Bachelor,2020-01-02,University,4.2,Full-time,206963,10.7,Standard,5,60,2,20,True,60,255,2021-12-27,2.2,True,True,7,5,False,True,True,2022-04-26,2023-12-11,2024-07-10
EMP02046,54,F,Engineering,Individual Contributor,London,Bachelor,2018-05-28,Referral,5.8,Full-time,117561,12.1,Standard,5,51,10,23,False,0,109,2021-01-11,3.2,True,False,0,4,True,True,False,,2024-01-20,2024-06-04
EMP02047,36,F,Sales,Senior IC,Remote-US,High School,2019-08-24,LinkedIn,4.6,Part-time,100750,9.8,Standard,2,17,7,22,True,100,174,2019-03-13,5.0,False,False,0,4,False,False,True,2022-07-09,2023-10-14,2024-04-15
EMP02048,37,M,Engineering,Individual Contributor,Toronto,Bachelor,2024-01-09,Referral,0.2,Full-time,81085,3.0,Basic,4,64,9,22,True,80,109,,,False,False,0,8,False,False,False,,2023-09-26,2024-08-02
EMP02049,28,M,Sales,Senior IC,Singapore,Bachelor,2022-03-26,LinkedIn,2.0,Full-time,138982,24.6,Standard,4,38,7,19,True,0,155,,,False,False,0,6,False,False,True,2023-04-02,2024-02-14,2024-06-19
EMP02050,36,F,Operations,Senior Manager,Austin,High School,2021-01-26,Referral,3.1,Full-time,212423,13.1,Premium,4,40,4,20,True,80,211,2022-10-27,1.4,False,True,13,7,False,True,False,,2023-11-16,2024-07-23
EMP02051,54,M,Customer Success,Senior IC,Toronto,Bachelor,2018-09-14,Referral,5.5,Part-time,127105,1.2,Standard,2,29,13,22,True,40,51,,,False,False,0,6,False,False,True,2022-03-09,2023-10-18,2024-07-27
EMP02052,64,M,Engineering,Individual Contributor,Singapore,Bachelor,2021-06-15,University,2.7,Full-time,86758,3.3,Standard,3,23,6,17,True,0,19,,,False,False,0,2,False,False,False,,2023-11-19,2024-09-13
EMP02053,39,M,Operations,Senior IC,London,Bachelor,2019-02-21,LinkedIn,5.1,Full-time,145234,1.0,Standard,3,18,8,21,True,0,155,,,False,False,0,8,False,False,False,,2023-12-06,2024-05-15
EMP02054,61,F,IT,Individual Contributor,London,Bachelor,2018-05-10,Agency,5.8,Full-time,102482,2.8,Premium,3,19,0,24,True,60,37,2021-08-19,2.6,False,False,0,6,False,False,True,2018-09-09,2023-11-12,2024-05-24
EMP02055,51,M,Engineering,Individual Contributor,Remote-US,Bachelor,2023-11-11,Agency,0.3,Full-time,78613,5.8,Basic,5,68,10,22,True,100,146,,,False,False,0,8,False,False,False,,2024-02-07,2024-07-24
EMP02056,28,M,Finance,Individual Contributor,NYC,Master,2021-12-20,Referral,2.2,Full-time,116555,12.7,Standard,5,33,5,15,True,100,189,2023-07-21,0.6,False,False,0,3,True,True,True,2023-09-12,2023-12-23,2024-09-19
EMP02057,24,F,Operations,Senior IC,Remote-US,Bachelor,2015-09-20,LinkedIn,8.5,Full-time,134758,5.1,Premium,4,48,0,20,True,100,94,2022-12-25,1.2,False,False,0,4,False,False,True,2022-09-04,2023-10-11,2024-07-11
EMP02058,56,F,Engineering,Senior Manager,NYC,Bachelor,2018-03-05,Referral,6.0,Full-time,292268,13.8,Standard,4,47,4,21,True,80,285,2021-07-25,2.6,True,True,14,11,False,True,True,2019-10-20,2023-12-23,2024-04-24
EMP02059,38,F,Finance,Individual Contributor,London,High School,2022-06-02,Referral,1.8,Full-time,86009,1.9,Standard,3,19,1,22,False,0,189,,,False,False,0,4,False,False,False,,2024-02-04,2024-08-08
EMP02060,28,F,Finance,Individual Contributor,Toronto,Bachelor,2022-01-06,Referral,2.2,Part-time,70036,1.5,Standard,1,15,7,16,True,60,118,,,False,False,0,2,False,False,False,,2023-09-28,2024-04-29
EMP02061,57,F,Finance,C-Level,Singapore,Master,2017-09-14,LinkedIn,6.5,Full-time,628651,43.9,Premium,1,35,11,22,False,0,131,2020-10-09,3.4,False,True,36,7,False,True,True,2018-07-25,2023-12-28,2024-07-12
EMP02062,55,F,Engineering,Senior Manager,Singapore,Bachelor,2019-05-20,Indeed,4.8,Full-time,228805,1.3,Standard,3,32,4,24,True,20,68,,,False,True,14,8,False,True,False,,2024-02-03,2024-09-14
EMP02063,45,M,Sales,Individual Contributor,Remote-US,Bachelor,2023-08-09,Internal,0.6,Full-time,70379,38.8,Standard,4,45,0,21,True,100,183,,,False,False,0,8,False,False,False,,2023-10-24,2024-07-21
EMP02064,40,M,Customer Success,Manager,Singapore,Bachelor,2021-01-21,LinkedIn,3.1,Full-time,189570,4.6,Standard,3,17,8,20,True,100,134,,,False,True,4,3,False,True,False,,2023-11-13,2024-07-02
EMP02065,53,Prefer not to say,Engineering,Senior IC,HQ-SF,Bachelor,2021-09-01,Indeed,2.5,Full-time,163680,9.6,Basic,4,44,0,18,False,0,43,2021-09-30,2.5,True,False,0,8,False,False,False,,2023-12-12,2024-09-21
EMP02066,26,M,HR,Lead,HQ-SF,Bachelor,2015-04-17,University,8.9,Full-time,204232,5.1,Premium,2,14,2,15,False,0,96,,,False,False,0,8,False,True,True,,2023-11-23,2024-07-14
EMP02067,51,M,Customer Success,Manager,London,Bachelor,2015-08-17,Referral,8.6,Part-time,262915,5.5,Standard,5,30,2,17,True,60,149,2021-03-13,3.0,True,True,8,12,True,True,True,2017-07-19,2024-01-20,2024-06-06
EMP02068,44,F,Engineering,Senior IC,Austin,Master,2021-04-19,University,2.9,Full-time,141983,3.8,Premium,5,60,2,24,False,0,83,2018-08-15,5.6,True,False,0,5,True,True,True,2023-01-20,2023-10-25,2024-08-01
EMP02069,33,F,HR,Senior Manager,Toronto,Bachelor,2018-11-29,LinkedIn,5.3,Full-time,242534,8.0,Standard,3,23,9,20,False,0,132,,,False,True,12,10,False,True,False,,2023-11-13,2024-04-27
EMP02070,48,F,Finance,Senior IC,Austin,Bachelor,2018-02-21,University,6.1,Full-time,110422,7.0,Standard,1,36,10,21,True,0,79,,,False,False,0,7,False,False,True,,2023-11-15,2024-04-25
EMP02071,41,M,Sales,Lead,Singapore,Master,2022-09-21,Indeed,1.5,Full-time,174529,16.7,Premium,3,36,2,23,True,100,37,2021-08-20,2.6,False,False,0,8,False,True,False,,2024-01-04,2024-04-21
EMP02072,29,M,Marketing,Senior Manager,London,High School,2017-01-25,Agency,7.1,Full-time,274990,6.4,Premium,4,58,2,22,True,40,294,,,False,True,12,7,False,True,False,,2024-01-22,2024-07-03
EMP02073,43,F,Sales,Senior Manager,London,Bachelor,2018-02-03,Referral,6.1,Full-time,290107,37.4,Standard,5,40,8,25,True,80,210,,,False,True,9,15,True,True,False,,2023-11-20,2024-05-20
EMP02074,42,F,Engineering,Individual Contributor,Singapore,High School,2015-11-21,Agency,8.3,Full-time,95313,2.4,Basic,3,28,7,18,False,0,31,2018-08-19,5.6,True,False,0,7,False,False,True,,2023-09-29,2024-09-17
EMP02075,64,M,Engineering,C-Level,Austin,Master,2015-01-12,Indeed,9.2,Full-time,724449,38.6,Premium,3,38,10,19,True,100,142,,,False,True,29,8,False,True,False,,2023-12-02,2024-07-14
EMP02076,41,M,Engineering,Manager,Austin,Master,2016-10-29,Referral,7.4,Full-time,216121,10.5,Standard,4,40,4,24,True,60,190,2022-09-24,1.5,False,True,6,3,False,True,False,,2024-01-15,2024-09-16
EMP02077,50,F,Sales,Individual Contributor,Toronto,Master,2023-07-07,LinkedIn,0.7,Full-time,91386,24.5,Standard,4,41,10,21,True,100,108,,,False,False,0,5,False,False,True,,2024-01-02,2024-08-30
EMP02078,60,F,HR,Manager,London,Master,2018-07-06,Agency,5.7,Full-time,220638,3.7,Premium,3,32,6,24,False,0,83,,,False,True,3,9,False,True,False,,2023-11-07,2024-09-05
EMP02079,49,F,Finance,Manager,Remote-US,Bachelor,2015-03-27,LinkedIn,9.0,Full-time,151081,1.8,Premium,1,31,4,15,True,100,286,,,False,True,3,7,False,True,True,,2023-09-18,2024-05-12
EMP02080,38,M,Engineering,Individual Contributor,Austin,Master,2021-09-27,Agency,2.5,Full-time,88394,8.7,Basic,4,48,8,19,True,0,62,,,False,False,0,8,False,False,True,2023-04-08,2024-01-23,2024-05-14
EMP02081,42,M,IT,Individual Contributor,HQ-SF,Bachelor,2022-07-01,Agency,1.7,Part-time,88365,7.2,Standard,2,10,14,16,True,80,124,,,False,False,0,7,False,False,True,,2024-02-04,2024-08-23
EMP02082,33,Non-binary,Engineering,Individual Contributor,NYC,Associate,2023-04-05,University,0.9,Full-time,83191,2.3,Standard,2,55,10,16,False,0,131,,,False,False,0,2,False,False,True,,2024-01-17,2024-04-22
EMP02083,43,M,Customer Success,Individual Contributor,Toronto,Master,2021-12-23,Referral,2.2,Contract,80626,1.1,Basic,2,34,3,22,True,0,138,,,False,False,0,4,False,False,False,,2023-10-11,2024-06-23
EMP02084,25,M,Marketing,Lead,NYC,Bachelor,2018-10-30,LinkedIn,5.4,Full-time,208264,5.7,Standard,4,37,5,23,True,60,64,2023-03-20,1.0,False,False,0,2,False,True,False,,2023-10-13,2024-09-18
EMP02085,33,F,Engineering,VP,HQ-SF,Master,2015-11-30,Referral,8.3,Full-time,597845,24.1,Premium,3,36,2,19,True,100,146,,,False,True,18,14,False,True,False,,2023-12-22,2024-07-22
EMP02086,37,F,Engineering,Senior IC,HQ-SF,Associate,2023-02-12,Agency,1.1,Full-time,145488,3.0,Standard,3,39,9,20,True,20,144,2018-11-27,5.3,True,False,0,5,False,False,False,,2023-11-15,2024-06-22
EMP02087,60,M,Engineering,Senior IC,Toronto,Associate,2019-12-04,University,4.3,Full-time,127047,8.9,Standard,4,55,4,17,False,0,114,,,False,False,0,5,False,False,False,,2023-11-23,2024-05-09
EMP02088,45,M,Engineering,Individual Contributor,Austin,Bachelor,2020-06-09,Referral,3.8,Full-time,73252,7.1,Standard,2,34,12,19,True,0,143,,,False,False,0,1,False,False,True,,2023-09-25,2024-06-28
EMP02089,36,M,Sales,Individual Contributor,Remote-US,Bachelor,2023-09-18,Referral,0.5,Full-time,68153,12.3,Basic,3,70,2,22,True,100,188,,,False,False,0,2,False,False,False,,2023-12-11,2024-05-13
EMP02090,22,M,Engineering,Senior IC,NYC,Bachelor,2023-01-14,Referral,1.2,Part-time,125233,1.1,Premium,2,17,14,17,True,40,17,,,False,False,0,6,False,False,True,,2024-02-01,2024-08-01
EMP02091,60,M,Customer Success,Lead,Remote-US,Master,2021-03-31,Internal,3.0,Full-time,157130,1.3,Premium,3,10,8,20,True,100,67,2019-08-24,4.6,True,False,0,6,False,True,False,,2023-12-31,2024-07-29
EMP02092,60,F,Operations,Senior Manager,Austin,Master,2018-02-25,LinkedIn,6.1,Full-time,263756,7.2,Standard,4,48,9,23,False,0,221,2023-05-03,0.9,False,True,14,4,False,True,False,,2023-09-24,2024-05-14
EMP02093,40,F,Operations,Individual Contributor,Austin,Associate,2016-07-06,Referral,7.7,Full-time,95521,10.9,Standard,4,40,5,18,False,0,50,2022-01-05,2.2,True,False,0,8,False,False,False,,2024-02-11,2024-06-22
EMP02094,35,F,Engineering,Lead,NYC,Master,2017-01-28,LinkedIn,7.1,Full-time,269551,3.4,Premium,5,30,9,25,True,100,97,2023-05-15,0.8,False,False,0,4,True,True,False,,2023-10-10,2024-05-27
EMP02095,58,F,Engineering,Individual Contributor,NYC,High School,2023-04-06,Referral,0.9,Contract,99636,10.4,Standard,5,74,9,21,False,0,19,,,False,False,0,1,False,False,True,,2023-10-09,2024-09-29
EMP02096,40,M,Customer Success,Individual Contributor,HQ-SF,Bachelor,2022-04-22,Referral,1.9,Full-time,108035,3.9,Premium,4,34,8,18,True,80,118,2021-12-22,2.2,True,False,0,2,False,False,False,,2024-01-18,2024-08-28
EMP02097,23,F,Engineering,Individual Contributor,HQ-SF,Associate,2023-06-05,Referral,0.8,Contract,98455,7.7,Standard,4,61,7,20,True,0,4,,,False,False,0,4,False,False,False,,2023-10-17,2024-07-02
EMP02098,63,M,Sales,Director,Remote-US,PhD,2017-08-27,Referral,6.5,Contract,316794,32.3,Premium,4,55,5,23,True,100,69,2022-01-05,2.2,False,True,18,5,False,True,False,,2024-01-26,2024-08-29
EMP02099,52,M,Engineering,Senior IC,NYC,Bachelor,2016-07-03,Agency,7.7,Contract,155770,7.0,Standard,3,40,1,15,True,20,59,,,False,False,0,6,False,False,True,,2023-09-25,2024-05-28
EMP02100,58,M,Engineering,Senior Manager,Toronto,Bachelor,2016-10-16,University,7.4,Full-time,287080,11.1,Premium,5,42,3,16,True,0,126,2021-01-02,3.2,True,True,13,3,True,True,False,,2023-12-04,2024-05-24
EMP02101,38,F,Sales,Manager,Singapore,Master,2019-11-25,LinkedIn,4.3,Full-time,204388,12.2,Standard,2,25,9,25,True,0,121,,,False,True,3,15,False,True,True,2020-10-12,2024-01-02,2024-04-25
EMP02102,31,F,Engineering,Senior IC,HQ-SF,Bachelor,2019-02-09,LinkedIn,5.1,Full-time,152335,6.7,Basic,3,40,10,21,True,100,48,2019-03-15,5.0,True,False,0,8,False,False,False,,2024-02-03,2024-05-15
EMP02103,58,F,Sales,Manager,HQ-SF,Master,2021-10-05,Referral,2.4,Full-time,262921,22.9,Premium,4,38,0,16,True,100,239,2021-03-08,3.0,True,True,4,10,False,True,False,,2023-10-31,2024-09-01
EMP02104,55,Prefer not to say,Marketing,Lead,London,Bachelor,2023-01-21,Indeed,1.1,Full-time,188431,6.8,Standard,5,50,8,22,True,80,57,2021-05-22,2.8,True,False,0,8,False,True,False,,2024-01-04,2024-09-22
EMP02105,41,M,Sales,Senior IC,Remote-US,Bachelor,2017-05-22,University,6.8,Full-time,117805,12.4,Standard,3,31,8,20,True,100,15,,,False,False,0,8,False,False,False,,2023-10-14,2024-05-30
EMP02106,28,F,Sales,Lead,Remote-US,Master,2018-09-28,Referral,5.5,Full-time,165077,18.3,Premium,3,18,5,16,True,100,13,,,False,False,0,4,False,True,False,,2023-11-01,2024-08-15
EMP02107,59,M,Sales,Senior IC,Remote-US,Master,2016-09-24,Agency,7.5,Full-time,105016,7.2,Standard,1,35,11,24,True,100,164,2020-12-06,3.3,False,False,0,8,False,False,True,2019-02-06,2024-02-04,2024-09-05
EMP02108,62,F,Engineering,Lead,Remote-US,Bachelor,2015-03-24,Agency,9.0,Full-time,186995,8.8,Standard,5,52,9,25,True,100,36,2023-07-13,0.7,False,False,0,7,True,True,False,,2023-12-20,2024-05-23
EMP02109,59,Non-binary,Engineering,VP,Remote-US,Bachelor,2017-12-26,LinkedIn,6.2,Full-time,343737,27.5,Premium,2,25,0,24,True,100,167,2021-02-22,3.1,False,True,37,10,False,True,False,,2023-10-16,2024-06-12
EMP02110,48,M,Customer Success,Individual Contributor,Austin,Bachelor,2023-12-29,Indeed,0.2,Full-time,73172,0.4,Standard,3,42,0,21,False,0,166,,,False,False,0,8,False,False,True,2024-03-06,2024-01-31,2024-04-30
EMP02111,47,M,Marketing,Individual Contributor,HQ-SF,Bachelor,2019-04-11,Referral,4.9,Full-time,96921,6.3,Standard,1,35,14,15,True,0,5,2018-07-12,5.7,False,False,0,3,False,False,True,2023-04-18,2023-12-21,2024-09-18
EMP02112,29,M,Marketing,Director,HQ-SF,Master,2015-11-10,Referral,8.3,Full-time,474071,41.8,Premium,4,30,6,22,True,80,280,2023-07-05,0.7,False,True,13,4,False,True,False,,2024-01-25,2024-07-31
EMP02113,31,Non-binary,Engineering,Senior IC,Toronto,Associate,2019-01-26,LinkedIn,5.1,Full-time,145949,7.0,Standard,5,50,6,16,True,20,27,2021-01-30,3.1,True,False,0,1,True,True,True,2020-12-25,2023-11-07,2024-07-03
EMP02114,32,M,Engineering,Senior IC,Toronto,Associate,2023-01-11,University,1.2,Full-time,117469,5.1,Basic,3,11,5,22,False,0,158,,,False,False,0,6,False,False,False,,2023-12-12,2024-09-27
EMP02115,45,F,Engineering,Senior Manager,Singapore,Bachelor,2017-01-04,LinkedIn,7.2,Full-time,255499,1.0,Standard,3,14,0,17,True,0,226,2018-12-31,5.2,True,True,9,5,False,True,True,2022-12-20,2023-10-29,2024-08-10
EMP02116,54,F,Sales,Individual Contributor,NYC,Bachelor,2023-05-12,LinkedIn,0.8,Part-time,82712,9.5,Standard,1,67,7,15,False,0,98,,,False,False,0,7,False,False,True,,2024-01-01,2024-09-06
EMP02117,60,M,IT,Senior IC,London,Bachelor,2019-11-14,LinkedIn,4.3,Part-time,159831,6.1,Standard,5,52,7,16,False,0,76,,,False,False,0,5,False,False,False,,2023-11-29,2024-07-27
EMP02118,37,F,Operations,Senior IC,HQ-SF,Bachelor,2022-09-18,University,1.5,Full-time,143577,6.0,Standard,3,16,10,17,True,60,197,2018-06-16,5.7,True,False,0,3,False,False,False,,2023-11-24,2024-06-18
EMP02119,53,F,Marketing,Manager,Austin,PhD,2018-06-03,Indeed,5.8,Contract,224645,6.3,Standard,4,36,0,15,True,0,267,2022-07-20,1.7,False,True,3,8,False,True,False,,2023-11-15,2024-06-04
EMP02120,35,F,HR,Lead,Austin,Bachelor,2016-07-12,Referral,7.7,Full-time,171734,4.1,Standard,3,15,2,23,True,100,97,,,False,False,0,6,False,True,False,,2024-01-07,2024-10-01
EMP02121,61,M,Engineering,Senior IC,Toronto,Bachelor,2021-02-19,LinkedIn,3.1,Full-time,125745,10.3,Standard,4,58,5,25,True,0,25,,,False,False,0,2,False,False,False,,2024-01-18,2024-09-23
EMP02122,37,M,Engineering,Senior IC,HQ-SF,Bachelor,2021-11-01,University,2.4,Full-time,151082,3.2,Standard,3,11,9,16,True,80,114,,,False,False,0,6,False,False,False,,2024-01-10,2024-05-14
EMP02123,60,F,Operations,Individual Contributor,Singapore,Bachelor,2021-03-30,University,3.0,Full-time,85144,0.3,Standard,3,24,7,18,True,0,173,2020-08-13,3.6,True,False,0,5,False,False,False,,2023-09-26,2024-04-16
EMP02124,34,M,Finance,Senior Manager,Remote-US,Master,2016-11-06,Agency,7.4,Full-time,235319,6.7,Standard,4,53,0,22,True,100,136,2021-11-30,2.3,True,True,7,10,False,True,False,,2023-12-29,2024-08-02
EMP02125,23,M,Sales,Lead,Austin,Bachelor,2023-11-27,LinkedIn,0.3,Full-time,148965,20.0,Premium,4,52,8,16,True,40,90,,,False,False,0,3,False,True,False,,2023-11-27,2024-04-27
EMP02126,37,F,Operations,Individual Contributor,Austin,Associate,2021-04-03,Agency,2.9,Full-time,78855,6.4,Standard,3,15,10,19,True,80,117,,,False,False,0,3,False,False,False,,2023-12-01,2024-04-20
EMP02127,23,M,Engineering,Manager,London,Bachelor,2015-02-08,Internal,9.1,Full-time,220914,3.8,Standard,2,20,8,20,True,100,264,,,False,True,7,14,False,True,True,,2023-11-08,2024-05-16
EMP02128,35,F,Customer Success,Senior Manager,Singapore,Master,2017-08-28,Referral,6.5,Full-time,237395,7.2,Premium,1,33,11,18,True,100,96,,,False,True,11,8,False,True,True,,2023-10-13,2024-06-08
EMP02129,45,M,Marketing,Lead,HQ-SF,Associate,2020-12-14,LinkedIn,3.2,Full-time,227318,4.4,Standard,5,44,5,16,True,100,26,2023-02-11,1.1,False,False,0,3,False,True,False,,2024-01-23,2024-07-09
EMP02130,53,M,Sales,Lead,HQ-SF,Associate,2021-02-21,Referral,3.1,Full-time,229927,20.4,Standard,5,58,10,23,False,0,10,,,False,False,0,5,False,True,False,,2024-01-05,2024-08-15
EMP02131,65,F,Engineering,Individual Contributor,HQ-SF,Master,2023-09-25,Referral,0.5,Full-time,89862,1.1,Standard,1,75,13,25,True,100,180,,,False,False,0,8,False,False,True,2024-02-22,2024-01-19,2024-07-03
EMP02132,25,F,Customer Success,Lead,Singapore,Master,2022-10-09,Referral,1.4,Full-time,147899,4.9,Premium,1,13,4,23,True,100,50,,,False,False,0,5,False,True,True,,2023-12-16,2024-06-05
EMP02133,46,F,Customer Success,Individual Contributor,Austin,Master,2023-06-27,Agency,0.7,Full-time,77128,1.0,Standard,2,73,1,21,False,0,168,,,False,False,0,1,False,False,False,,2024-01-02,2024-06-12
EMP02134,32,M,Customer Success,Senior IC,Toronto,Bachelor,2016-08-15,Referral,7.6,Full-time,130831,0.5,Premium,2,24,7,24,True,60,20,,,False,False,0,5,False,False,False,,2023-11-28,2024-06-03
EMP02135,43,M,Marketing,Manager,Singapore,Bachelor,2022-07-29,Referral,1.6,Full-time,198860,13.7,Premium,5,56,5,16,True,0,152,2021-06-06,2.8,True,True,6,8,False,True,False,,2023-10-27,2024-06-03
EMP02136,54,F,Sales,Individual Contributor,HQ-SF,Associate,2019-04-05,LinkedIn,4.9,Full-time,118854,26.4,Standard,5,42,6,21,True,60,147,2022-08-19,1.6,False,False,0,6,False,False,False,,2023-11-02,2024-07-18
EMP02137,46,F,HR,Individual Contributor,Toronto,Associate,2023-07-24,Referral,0.6,Full-time,78455,11.1,Standard,4,40,10,19,True,60,133,,,False,False,0,5,False,False,False,,2023-11-07,2024-04-26
EMP02138,65,F,Engineering,Manager,HQ-SF,Bachelor,2016-09-28,Internal,7.5,Part-time,258531,1.0,Premium,3,32,10,24,False,0,87,,,False,True,4,12,False,True,True,,2023-09-24,2024-05-11
EMP02139,30,F,Sales,Individual Contributor,Toronto,Bachelor,2016-01-30,Referral,8.1,Full-time,90981,11.8,Standard,2,33,0,16,True,80,110,,,False,False,0,6,False,False,True,2017-08-19,2024-01-23,2024-07-08
EMP02140,54,M,Finance,VP,Remote-US,PhD,2016-03-15,Referral,8.0,Full-time,477642,34.6,Premium,3,16,1,18,True,100,71,,,False,True,30,15,False,True,False,,2023-09-22,2024-06-15
EMP02141,53,M,IT,Lead,Toronto,Master,2022-08-02,Referral,1.6,Full-time,163068,3.9,Standard,3,31,5,16,True,80,16,2019-03-11,5.0,True,False,0,7,False,True,False,,2024-01-17,2024-08-08
EMP02142,56,M,Engineering,Individual Contributor,HQ-SF,Master,2022-10-10,Indeed,1.4,Full-time,117282,4.5,Standard,5,55,5,15,True,40,102,2022-04-14,1.9,False,False,0,7,False,False,False,,2023-10-23,2024-06-30
EMP02143,41,M,Engineering,Individual Contributor,London,Master,2022-12-13,Referral,1.3,Full-time,100537,10.4,Basic,4,47,10,17,True,20,84,,,False,False,0,8,False,False,False,,2023-11-17,2024-04-28
EMP02144,41,F,Customer Success,Individual Contributor,London,Bachelor,2023-07-27,Indeed,0.6,Full-time,87009,5.0,Basic,3,67,3,23,True,40,75,,,False,False,0,8,False,False,True,2023-11-12,2023-11-20,2024-06-14
EMP02145,62,M,Engineering,Senior Manager,HQ-SF,Bachelor,2017-10-16,University,6.4,Contract,324886,4.6,Premium,4,60,7,21,False,0,143,2023-03-26,1.0,False,True,15,14,False,True,False,,2024-02-02,2024-06-13
EMP02146,50,M,Sales,Individual Contributor,Toronto,High School,2022-08-17,Indeed,1.6,Full-time,85104,32.1,Premium,4,38,3,24,True,0,191,2021-06-17,2.7,False,False,0,1,False,False,False,,2023-12-06,2024-04-23
EMP02147,54,F,Sales,Senior Manager,Remote-US,Bachelor,2017-01-20,University,7.1,Part-time,217066,39.0,Premium,4,36,1,25,True,100,52,2022-07-09,1.7,False,True,6,9,False,True,True,2022-10-05,2023-10-16,2024-08-22
EMP02148,61,F,Sales,Lead,Austin,Bachelor,2020-03-27,Indeed,4.0,Part-time,161257,12.4,Premium,3,33,5,22,False,0,61,2021-01-13,3.2,True,False,0,2,False,True,False,,2023-10-31,2024-05-01
EMP02149,59,M,Finance,Individual Contributor,NYC,Bachelor,2022-12-11,LinkedIn,1.3,Full-time,99494,3.2,Standard,4,57,10,18,False,0,195,2022-02-25,2.1,True,False,0,7,False,False,False,,2023-09-21,2024-08-26
EMP02150,46,M,Engineering,Individual Contributor,HQ-SF,Master,2024-02-01,Indeed,0.1,Full-time,113664,4.2,Standard,5,50,0,22,False,0,95,,,False,False,0,2,False,False,False,,2023-09-23,2024-06-25
EMP02151,62,F,Customer Success,Senior IC,HQ-SF,PhD,2023-06-12,Referral,0.8,Full-time,167006,7.5,Standard,3,76,2,24,True,40,197,,,False,False,0,6,False,False,False,,2023-11-05,2024-05-01
EMP02152,53,M,Engineering,Senior Manager,Toronto,Bachelor,2019-03-24,Agency,5.0,Contract,227037,6.0,Standard,3,33,3,16,True,20,289,,,False,True,10,11,False,True,False,,2023-09-20,2024-09-11
EMP02153,26,M,Finance,Director,HQ-SF,Master,2016-12-31,Referral,7.2,Full-time,437017,29.4,Premium,3,37,2,19,True,100,165,2020-08-02,3.6,True,True,10,7,False,True,False,,2023-10-12,2024-06-16
EMP02154,31,F,Engineering,Senior Manager,Remote-US,Associate,2018-06-29,Internal,5.7,Full-time,207175,7.0,Premium,3,15,1,22,True,100,250,,,False,True,12,12,False,True,False,,2023-12-01,2024-05-20
EMP02155,24,F,Sales,Manager,Austin,Bachelor,2016-02-29,University,8.0,Full-time,186081,18.4,Standard,2,34,10,15,False,0,175,,,False,True,6,9,False,True,True,,2024-01-30,2024-09-30
EMP02156,27,F,Finance,Senior IC,Singapore,Bachelor,2021-12-24,Indeed,2.2,Full-time,132485,8.8,Standard,4,38,5,22,True,60,81,,,False,False,0,7,False,False,False,,2023-12-22,2024-08-05
EMP02157,28,F,Finance,Senior IC,NYC,High School,2022-08-01,University,1.6,Full-time,148009,13.3,Standard,4,50,9,16,True,100,190,2021-09-15,2.5,True,False,0,8,False,False,True,2023-02-22,2023-09-20,2024-07-31
EMP02158,33,F,Sales,Manager,NYC,High School,2019-12-18,Indeed,4.2,Full-time,231797,28.6,Premium,5,50,0,21,False,0,297,2021-01-04,3.2,True,True,7,8,False,True,False,,2023-09-29,2024-07-29
EMP02159,60,F,Sales,Senior IC,London,Bachelor,2022-04-21,LinkedIn,1.9,Full-time,131750,33.0,Premium,4,34,2,21,True,60,128,2021-10-04,2.4,True,False,0,4,False,False,False,,2023-10-12,2024-08-28
EMP02160,46,F,Engineering,Lead,Austin,Bachelor,2018-08-21,Indeed,5.6,Full-time,159938,7.3,Premium,3,13,3,17,True,40,58,2021-03-03,3.0,True,False,0,3,False,True,False,,2023-11-11,2024-04-14
EMP02161,63,F,Sales,Individual Contributor,Toronto,Bachelor,2022-03-24,University,2.0,Full-time,86495,19.4,Basic,4,55,10,19,True,60,0,2022-01-14,2.2,True,False,0,1,False,False,True,2022-06-12,2023-11-26,2024-08-26
EMP02162,49,M,Engineering,Manager,London,Bachelor,2018-01-22,Agency,6.1,Full-time,226021,8.7,Standard,4,51,10,18,False,0,206,2021-06-03,2.8,False,True,4,6,False,True,False,,2023-12-23,2024-09-02
EMP02163,55,F,Engineering,Senior IC,Remote-US,Associate,2016-09-04,Referral,7.5,Full-time,123770,9.5,Basic,4,59,6,20,True,100,46,2022-01-20,2.1,False,False,0,4,False,False,False,,2023-11-14,2024-05-18
